24,3,high
24,10,high
15,10,low
16,10,low
23,10,high
22,10,high
21,10,low
17,10,low
18,10,low
19,10,high
20,10,low
29,8,low
12,11,high
14,1,med
21,4,low
19,9,high
9,9,high
